violation,name,violation_subtype,count
bad_practices,Silviu Calinoiu,Casting Issue,0
bad_practices,Ben Chambers,Casting Issue,0
bad_practices,Aljoscha Krettek,Casting Issue,21
bad_practices,Amit Sela,Casting Issue,1
bad_practices,Robert Bradshaw,Casting Issue,2
bad_practices,Charles Chen,Casting Issue,0
bad_practices,Ahmet Altay,Casting Issue,2
bad_practices,Isma√il Mejea,Casting Issue,0
bad_practices,Chamikara Jayalath,Casting Issue,0
bad_practices,Scott Wegner,"""Thread.run()"" should not be called directly",0
bad_practices,Maximilian Michels,"""Thread.run()"" should not be called directly",0
bad_practices,Thomas Groh,"""Thread.run()"" should not be called directly",0
bad_practices,Davor Bonaci,"""Thread.run()"" should not be called directly",0
bad_practices,Luke Cwik,"""Thread.run()"" should not be called directly",1
bad_practices,Dan Halperin,"""Thread.run()"" should not be called directly",0
bad_practices,Jean-Baptiste Onofre,"""Thread.run()"" should not be called directly",1
bad_practices,Kenneth Knowles,"""Thread.run()"" should not be called directly",0
bad_practices,Silviu Calinoiu,"""Thread.run()"" should not be called directly",0
bad_practices,Ben Chambers,"""Thread.run()"" should not be called directly",0
bad_practices,Aljoscha Krettek,"""Thread.run()"" should not be called directly",0
bad_practices,Amit Sela,"""Thread.run()"" should not be called directly",0
bad_practices,Robert Bradshaw,"""Thread.run()"" should not be called directly",0
bad_practices,Charles Chen,"""Thread.run()"" should not be called directly",0
bad_practices,Ahmet Altay,"""Thread.run()"" should not be called directly",0
bad_practices,Isma√il Mejea,"""Thread.run()"" should not be called directly",0
bad_practices,Chamikara Jayalath,"""Thread.run()"" should not be called directly",0
bad_practices,Scott Wegner,Null Object Exception,0
bad_practices,Maximilian Michels,Null Object Exception,1
bad_practices,Thomas Groh,Null Object Exception,0
bad_practices,Davor Bonaci,Null Object Exception,2
bad_practices,Luke Cwik,Null Object Exception,0
bad_practices,Dan Halperin,Null Object Exception,0
bad_practices,Jean-Baptiste Onofre,Null Object Exception,1
bad_practices,Kenneth Knowles,Null Object Exception,0
bad_practices,Silviu Calinoiu,Null Object Exception,0
bad_practices,Ben Chambers,Null Object Exception,0
bad_practices,Aljoscha Krettek,Null Object Exception,1
bad_practices,Amit Sela,Null Object Exception,0
bad_practices,Robert Bradshaw,Null Object Exception,0
bad_practices,Charles Chen,Null Object Exception,0
bad_practices,Ahmet Altay,Null Object Exception,0
bad_practices,Isma√il Mejea,Null Object Exception,0
bad_practices,Chamikara Jayalath,Null Object Exception,0
bad_practices,Scott Wegner,Strings literals should be placed on the left side,0
bad_practices,Maximilian Michels,Strings literals should be placed on the left side,41
bad_practices,Thomas Groh,Strings literals should be placed on the left side,0
bad_practices,Davor Bonaci,Strings literals should be placed on the left side,88
bad_practices,Luke Cwik,Strings literals should be placed on the left side,8
bad_practices,Dan Halperin,Strings literals should be placed on the left side,10
bad_practices,Jean-Baptiste Onofre,Strings literals should be placed on the left side,34
bad_practices,Kenneth Knowles,Strings literals should be placed on the left side,12
bad_practices,Silviu Calinoiu,Strings literals should be placed on the left side,0
bad_practices,Ben Chambers,Strings literals should be placed on the left side,7
bad_practices,Aljoscha Krettek,Strings literals should be placed on the left side,44
bad_practices,Amit Sela,Strings literals should be placed on the left side,5
bad_practices,Robert Bradshaw,Strings literals should be placed on the left side,0
bad_practices,Charles Chen,Strings literals should be placed on the left side,0
bad_practices,Ahmet Altay,Strings literals should be placed on the left side,0
bad_practices,Isma√il Mejea,Strings literals should be placed on the left side,0
bad_practices,Chamikara Jayalath,Strings literals should be placed on the left side,0
bad_practices,Scott Wegner,"Loggers should be ""private static final""",0
bad_practices,Maximilian Michels,"Loggers should be ""private static final""",2
bad_practices,Thomas Groh,"Loggers should be ""private static final""",0
bad_practices,Davor Bonaci,"Loggers should be ""private static final""",4
bad_practices,Luke Cwik,"Loggers should be ""private static final""",0
bad_practices,Dan Halperin,"Loggers should be ""private static final""",0
bad_practices,Jean-Baptiste Onofre,"Loggers should be ""private static final""",1
bad_practices,Kenneth Knowles,"Loggers should be ""private static final""",0
bad_practices,Silviu Calinoiu,"Loggers should be ""private static final""",0
bad_practices,Ben Chambers,"Loggers should be ""private static final""",0
bad_practices,Aljoscha Krettek,"Loggers should be ""private static final""",2
bad_practices,Amit Sela,"Loggers should be ""private static final""",0
bad_practices,Robert Bradshaw,"Loggers should be ""private static final""",0
bad_practices,Charles Chen,"Loggers should be ""private static final""",0
bad_practices,Ahmet Altay,"Loggers should be ""private static final""",0
bad_practices,Isma√il Mejea,"Loggers should be ""private static final""",0
bad_practices,Chamikara Jayalath,"Loggers should be ""private static final""",0
bad_practices,Scott Wegner,Control flow statements should not be nested too deeply,0
bad_practices,Maximilian Michels,Control flow statements should not be nested too deeply,50
bad_practices,Thomas Groh,Control flow statements should not be nested too deeply,11
bad_practices,Davor Bonaci,Control flow statements should not be nested too deeply,100
bad_practices,Luke Cwik,Control flow statements should not be nested too deeply,27
bad_practices,Dan Halperin,Control flow statements should not be nested too deeply,20
bad_practices,Jean-Baptiste Onofre,Control flow statements should not be nested too deeply,67
bad_practices,Kenneth Knowles,Control flow statements should not be nested too deeply,31
bad_practices,Silviu Calinoiu,Control flow statements should not be nested too deeply,2
bad_practices,Ben Chambers,Control flow statements should not be nested too deeply,9
bad_practices,Aljoscha Krettek,Control flow statements should not be nested too deeply,50
bad_practices,Amit Sela,Control flow statements should not be nested too deeply,4
bad_practices,Robert Bradshaw,Control flow statements should not be nested too deeply,14
bad_practices,Charles Chen,Control flow statements should not be nested too deeply,5
bad_practices,Ahmet Altay,Control flow statements should not be nested too deeply,16
bad_practices,Isma√il Mejea,Control flow statements should not be nested too deeply,0
bad_practices,Chamikara Jayalath,Control flow statements should not be nested too deeply,2
bad_practices,Scott Wegner,Complex Expression,2
bad_practices,Maximilian Michels,Complex Expression,11
bad_practices,Thomas Groh,Complex Expression,3
bad_practices,Davor Bonaci,Complex Expression,18
bad_practices,Luke Cwik,Complex Expression,3
bad_practices,Dan Halperin,Complex Expression,2
bad_practices,Jean-Baptiste Onofre,Complex Expression,9
bad_practices,Kenneth Knowles,Complex Expression,1
bad_practices,Silviu Calinoiu,Complex Expression,0
bad_practices,Ben Chambers,Complex Expression,2
bad_practices,Aljoscha Krettek,Complex Expression,10
bad_practices,Amit Sela,Complex Expression,0
bad_practices,Robert Bradshaw,Complex Expression,3
bad_practices,Charles Chen,Complex Expression,3
bad_practices,Ahmet Altay,Complex Expression,3
bad_practices,Isma√il Mejea,Complex Expression,0
bad_practices,Chamikara Jayalath,Complex Expression,1
bad_practices,Scott Wegner,Do not throw RuntimeException,0
bad_practices,Maximilian Michels,Do not throw RuntimeException,64
bad_practices,Thomas Groh,Do not throw RuntimeException,4
bad_practices,Davor Bonaci,Do not throw RuntimeException,128
bad_practices,Luke Cwik,Do not throw RuntimeException,20
bad_practices,Dan Halperin,Do not throw RuntimeException,55
bad_practices,Jean-Baptiste Onofre,Do not throw RuntimeException,61
bad_practices,Kenneth Knowles,Do not throw RuntimeException,33
bad_practices,Silviu Calinoiu,Do not throw RuntimeException,14
bad_practices,Ben Chambers,Do not throw RuntimeException,3
bad_practices,Aljoscha Krettek,Do not throw RuntimeException,64
bad_practices,Amit Sela,Do not throw RuntimeException,2
bad_practices,Robert Bradshaw,Do not throw RuntimeException,50
bad_practices,Charles Chen,Do not throw RuntimeException,50
bad_practices,Ahmet Altay,Do not throw RuntimeException,87
bad_practices,Isma√il Mejea,Do not throw RuntimeException,0
bad_practices,Chamikara Jayalath,Do not throw RuntimeException,18
bad_practices,Scott Wegner,Magic Number,21
bad_practices,Maximilian Michels,Magic Number,478
bad_practices,Thomas Groh,Magic Number,105
bad_practices,Davor Bonaci,Magic Number,947
bad_practices,Luke Cwik,Magic Number,182
bad_practices,Dan Halperin,Magic Number,179
bad_practices,Jean-Baptiste Onofre,Magic Number,512
bad_practices,Kenneth Knowles,Magic Number,184
bad_practices,Silviu Calinoiu,Magic Number,5
bad_practices,Ben Chambers,Magic Number,48
bad_practices,Aljoscha Krettek,Magic Number,473
bad_practices,Amit Sela,Magic Number,29
bad_practices,Robert Bradshaw,Magic Number,122
bad_practices,Charles Chen,Magic Number,98
bad_practices,Ahmet Altay,Magic Number,113
bad_practices,Isma√il Mejea,Magic Number,10
bad_practices,Chamikara Jayalath,Magic Number,41
bad_practices,Scott Wegner,Non-Static Field,0
bad_practices,Maximilian Michels,Non-Static Field,4
bad_practices,Thomas Groh,Non-Static Field,2
bad_practices,Davor Bonaci,Non-Static Field,8
bad_practices,Luke Cwik,Non-Static Field,2
bad_practices,Dan Halperin,Non-Static Field,6
bad_practices,Jean-Baptiste Onofre,Non-Static Field,5
bad_practices,Kenneth Knowles,Non-Static Field,1
bad_practices,Silviu Calinoiu,Non-Static Field,0
bad_practices,Ben Chambers,Non-Static Field,2
bad_practices,Aljoscha Krettek,Non-Static Field,4
bad_practices,Amit Sela,Non-Static Field,0
bad_practices,Robert Bradshaw,Non-Static Field,6
bad_practices,Charles Chen,Non-Static Field,6
bad_practices,Ahmet Altay,Non-Static Field,4
bad_practices,Isma√il Mejea,Non-Static Field,0
bad_practices,Chamikara Jayalath,Non-Static Field,3
bad_practices,Scott Wegner,Privacy Concern,7
bad_practices,Maximilian Michels,Privacy Concern,226
bad_practices,Thomas Groh,Privacy Concern,34
bad_practices,Davor Bonaci,Privacy Concern,441
bad_practices,Luke Cwik,Privacy Concern,66
bad_practices,Dan Halperin,Privacy Concern,85
bad_practices,Jean-Baptiste Onofre,Privacy Concern,225
bad_practices,Kenneth Knowles,Privacy Concern,176
bad_practices,Silviu Calinoiu,Privacy Concern,6
bad_practices,Ben Chambers,Privacy Concern,10
bad_practices,Aljoscha Krettek,Privacy Concern,220
bad_practices,Amit Sela,Privacy Concern,8
bad_practices,Robert Bradshaw,Privacy Concern,51
bad_practices,Charles Chen,Privacy Concern,45
bad_practices,Ahmet Altay,Privacy Concern,65
bad_practices,Isma√il Mejea,Privacy Concern,3
bad_practices,Chamikara Jayalath,Privacy Concern,17
bad_practices,Scott Wegner,To Do,28
bad_practices,Maximilian Michels,To Do,656
bad_practices,Thomas Groh,To Do,147
bad_practices,Davor Bonaci,To Do,1267
bad_practices,Luke Cwik,To Do,217
bad_practices,Dan Halperin,To Do,276
bad_practices,Jean-Baptiste Onofre,To Do,577
bad_practices,Kenneth Knowles,To Do,363
bad_practices,Silviu Calinoiu,To Do,25
bad_practices,Ben Chambers,To Do,115
bad_practices,Aljoscha Krettek,To Do,632
bad_practices,Amit Sela,To Do,32
bad_practices,Robert Bradshaw,To Do,199
bad_practices,Charles Chen,To Do,183
bad_practices,Ahmet Altay,To Do,248
bad_practices,Isma√il Mejea,To Do,9
bad_practices,Chamikara Jayalath,To Do,75
bad_practices,Scott Wegner,Non-Final Field,0
bad_practices,Maximilian Michels,Non-Final Field,7
bad_practices,Thomas Groh,Non-Final Field,0
bad_practices,Davor Bonaci,Non-Final Field,14
bad_practices,Luke Cwik,Non-Final Field,3
bad_practices,Dan Halperin,Non-Final Field,1
bad_practices,Jean-Baptiste Onofre,Non-Final Field,9
bad_practices,Kenneth Knowles,Non-Final Field,4
bad_practices,Silviu Calinoiu,Non-Final Field,0
bad_practices,Ben Chambers,Non-Final Field,0
bad_practices,Aljoscha Krettek,Non-Final Field,7
bad_practices,Amit Sela,Non-Final Field,0
bad_practices,Robert Bradshaw,Non-Final Field,0
bad_practices,Charles Chen,Non-Final Field,0
bad_practices,Ahmet Altay,Non-Final Field,0
bad_practices,Isma√il Mejea,Non-Final Field,0
bad_practices,Chamikara Jayalath,Non-Final Field,0
bad_practices,Scott Wegner,Obsolete Code,2
bad_practices,Maximilian Michels,Obsolete Code,64
bad_practices,Thomas Groh,Obsolete Code,14
bad_practices,Davor Bonaci,Obsolete Code,128
bad_practices,Luke Cwik,Obsolete Code,17
bad_practices,Dan Halperin,Obsolete Code,21
bad_practices,Jean-Baptiste Onofre,Obsolete Code,65
bad_practices,Kenneth Knowles,Obsolete Code,15
bad_practices,Silviu Calinoiu,Obsolete Code,2
bad_practices,Ben Chambers,Obsolete Code,6
bad_practices,Aljoscha Krettek,Obsolete Code,64
bad_practices,Amit Sela,Obsolete Code,1
bad_practices,Robert Bradshaw,Obsolete Code,19
bad_practices,Charles Chen,Obsolete Code,18
bad_practices,Ahmet Altay,Obsolete Code,31
bad_practices,Isma√il Mejea,Obsolete Code,0
bad_practices,Chamikara Jayalath,Obsolete Code,7
bad_practices,Scott Wegner,Rename method,2
bad_practices,Maximilian Michels,Rename method,22
bad_practices,Thomas Groh,Rename method,4
bad_practices,Davor Bonaci,Rename method,44
bad_practices,Luke Cwik,Rename method,12
bad_practices,Dan Halperin,Rename method,17
bad_practices,Jean-Baptiste Onofre,Rename method,24
bad_practices,Kenneth Knowles,Rename method,11
bad_practices,Silviu Calinoiu,Rename method,0
bad_practices,Ben Chambers,Rename method,0
bad_practices,Aljoscha Krettek,Rename method,22
bad_practices,Amit Sela,Rename method,2
bad_practices,Robert Bradshaw,Rename method,15
bad_practices,Charles Chen,Rename method,15
bad_practices,Ahmet Altay,Rename method,15
bad_practices,Isma√il Mejea,Rename method,0
bad_practices,Chamikara Jayalath,Rename method,6
bad_practices,Scott Wegner,Classes should not be compared by name,0
bad_practices,Maximilian Michels,Classes should not be compared by name,5
bad_practices,Thomas Groh,Classes should not be compared by name,0
bad_practices,Davor Bonaci,Classes should not be compared by name,10
bad_practices,Luke Cwik,Classes should not be compared by name,0
bad_practices,Dan Halperin,Classes should not be compared by name,0
bad_practices,Jean-Baptiste Onofre,Classes should not be compared by name,4
bad_practices,Kenneth Knowles,Classes should not be compared by name,0
bad_practices,Silviu Calinoiu,Classes should not be compared by name,0
bad_practices,Ben Chambers,Classes should not be compared by name,0
bad_practices,Aljoscha Krettek,Classes should not be compared by name,7
bad_practices,Amit Sela,Classes should not be compared by name,0
bad_practices,Robert Bradshaw,Classes should not be compared by name,0
bad_practices,Charles Chen,Classes should not be compared by name,0
bad_practices,Ahmet Altay,Classes should not be compared by name,0
bad_practices,Isma√il Mejea,Classes should not be compared by name,0
bad_practices,Chamikara Jayalath,Classes should not be compared by name,0
bad_practices,Scott Wegner,Move file,0
bad_practices,Maximilian Michels,Move file,76
bad_practices,Thomas Groh,Move file,0
bad_practices,Davor Bonaci,Move file,4
bad_practices,Luke Cwik,Move file,0
bad_practices,Dan Halperin,Move file,0
bad_practices,Jean-Baptiste Onofre,Move file,4
bad_practices,Kenneth Knowles,Move file,4
bad_practices,Silviu Calinoiu,Move file,0
bad_practices,Ben Chambers,Move file,812
bad_practices,Aljoscha Krettek,Move file,0
bad_practices,Amit Sela,Move file,0
bad_practices,Robert Bradshaw,Move file,0
bad_practices,Charles Chen,Move file,0
bad_practices,Ahmet Altay,Move file,0
bad_practices,Isma√il Mejea,Move file,0
bad_practices,Chamikara Jayalath,Move file,0
